GeneID,Chr,Start,End,annotation,pan_anno,y_anno,Strand
Shisa8_14857,chr15,82212159,82212558,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Shisa8_14858,chr15,82217062,82217461,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tnfrsf13c_14859,chr15,82218871,82219270,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tnfrsf13c_14860,chr15,82221436,82221835,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Tnfrsf13c_14861,chr15,82224265,82224664,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tnfrsf13c_14862,chr15,82229508,82229907,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tnfrsf13c_14863,chr15,82232455,82232854,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cenpm_14864,chr15,82235773,82236172,"Intron(NM_001080158.1/Cenpm,intron4of4)",OtherIntron,OtherIntron,.
Cenpm_14865,chr15,82244421,82244820,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
1500009C09Rik_14866,chr15,82255991,82256390,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
1500009C09Rik_14867,chr15,82259537,82259936,"Exon(NR_037697.2/1500009C09Rik,exon2of2)",OtherExon,OtherExon,.
Septin3_14868,chr15,82266395,82266794,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Septin3_14869,chr15,82274251,82274650,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm52180_14870,chr15,82276652,82277051,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Cyp2d22_14871,chr15,82379776,82380175,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm19267_14872,chr15,82417483,82417882,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cyp2d26_14873,chr15,82805285,82805684,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cyp2d26_14874,chr15,82814857,82815256,"Intron(XM_011245551.3/Tcf20,intron4of5)",OtherIntron,OtherIntron,.
Tbrg3_14875,chr15,82852695,82853094,"Exon(XM_011245551.3/Tcf20,exon2of6)",OtherExon,OtherExon,.
Tbrg3_14876,chr15,82868206,82868605,"Intron(XM_011245551.3/Tcf20,intron1of5)",1stIntron,1stIntron,.
Tbrg3_14877,chr15,82888442,82888841,"Intron(XM_011245551.3/Tcf20,intron1of5)",1stIntron,1stIntron,.
Tcf20_14878,chr15,82899539,82899938,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tcf20_14879,chr15,82914472,82914871,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Tcf20_14880,chr15,82928827,82929226,"Intron(XM_006520733.1/Tcf20,intron1of5)",1stIntron,1stIntron,.
Mir3080_14881,chr15,82945589,82945988,"Intron(XM_006520733.1/Tcf20,intron1of5)",1stIntron,1stIntron,.
Tcf20_14882,chr15,82964082,82964481,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
AW121686_14883,chr15,82972389,82972788,"Intron(XM_006520732.3/Tcf20,intron1of5)",1stIntron,1stIntron,.
AW121686_14884,chr15,82980243,82980642,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tcf20_14885,chr15,82987778,82988177,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tcf20_14886,chr15,82992822,82993221,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tcf20_14887,chr15,82998722,82999121,3'UTR,3'UTR,3'UTR,.
Tcf20_14888,chr15,83003192,83003591,"Intron(NM_001271414.1/Nfam1,intron4of5)",OtherIntron,OtherIntron,.
Nfam1_14889,chr15,83009003,83009402,"Intron(NM_001271414.1/Nfam1,intron4of5)",OtherIntron,OtherIntron,.
Gm32620_14890,chr15,83033100,83033499,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Nfam1_14891,chr15,83036072,83036471,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Nfam1_14892,chr15,83037875,83038274,"Exon(XR_384275.3/Gm32620,exon3of3)",OtherExon,OtherExon,.
Nfam1_14893,chr15,83056573,83056972,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm41366_14894,chr15,83075673,83076072,"Exon(XR_875504.1/Gm41366,exon3of3)",OtherExon,OtherExon,.
Gm41366_14895,chr15,83088921,83089320,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Serhl_14896,chr15,83100021,83100420,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Serhl_14897,chr15,83111085,83111484,"Intron(NM_023475.3/Serhl,intron8of11)",OtherIntron,OtherIntron,.
Rrp7a_14898,chr15,83122605,83123004,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Poldip3_14899,chr15,83149209,83149608,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rnu12_14900,chr15,83155496,83155895,"Intron(XM_006520282.2/Cyb5r3,intron8of8)",OtherIntron,OtherIntron,.
Cyb5r3_14901,chr15,83163100,83163499,"Intron(XM_006520282.2/Cyb5r3,intron2of8)",OtherIntron,OtherIntron,.
Cyb5r3_14902,chr15,83205160,83205559,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cyb5r3_14903,chr15,83210172,83210571,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
A4galt_14904,chr15,83221718,83222117,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
A4galt_14905,chr15,83248830,83249229,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm32788_14906,chr15,83279811,83280210,"Intron(XR_875505.3/Gm32788,intron3of3)",OtherIntron,OtherIntron,.
Gm51290_14907,chr15,83337909,83338308,"Intron(XM_006521254.4/Arfgap3,intron2of15)",OtherIntron,OtherIntron,.
Arfgap3_14908,chr15,83349926,83350325,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
1700001L05Rik_14909,chr15,83367173,83367572,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
1700001L05Rik_14910,chr15,83375033,83375432,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pacsin2_14911,chr15,83417717,83418116,"Intron(NM_001159510.1/Pacsin2,intron1of10)",1stIntron,1stIntron,.
Pacsin2_14912,chr15,83419292,83419691,"Intron(NM_001159510.1/Pacsin2,intron1of10)",1stIntron,1stIntron,.
Pacsin2_14913,chr15,83431349,83431748,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Pacsin2_14914,chr15,83434636,83435035,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Pacsin2_14915,chr15,83440256,83440655,"Intron(NM_001358644.1/Pacsin2,intron1of10)",1stIntron,1stIntron,.
Pacsin2_14916,chr15,83447777,83448176,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pacsin2_14917,chr15,83451961,83452360,"Intron(NM_001159509.1/Pacsin2,intron1of10)",1stIntron,1stIntron,.
Pacsin2_14918,chr15,83464486,83464885,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm52181_14919,chr15,83474049,83474448,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm52181_14920,chr15,83480711,83481110,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm52181_14921,chr15,83482569,83482968,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ttll1_14922,chr15,83510739,83511138,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ttll1_14923,chr15,83518102,83518501,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Bik_14924,chr15,83526914,83527313,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46495_14925,chr15,83543933,83544332,3'UTR,3'UTR,3'UTR,.
Mcat_14926,chr15,83555558,83555957,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tspo_14927,chr15,83562986,83563385,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tspo_14928,chr15,83569681,83570080,"Intron(NM_009775.4/Tspo,intron1of3)",1stIntron,1stIntron,.
Ttll12_14929,chr15,83594905,83595304,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ttll12_14930,chr15,83602690,83603089,3'UTR,3'UTR,3'UTR,.
Ttll12_14931,chr15,83607452,83607851,"Exon(XM_006521243.2/Scube1,exon18of18)",OtherExon,OtherExon,.
Scube1_14932,chr15,83724825,83725224,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Efcab6_14933,chr15,83981852,83982251,"Intron(XM_017316794.1/Efcab6,intron3of26)",OtherIntron,OtherIntron,.
Efcab6_14934,chr15,84072161,84072560,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Efcab6_14935,chr15,84074370,84074769,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm33432_14936,chr15,84125326,84125725,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm33432_14937,chr15,84126841,84127240,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pnpla3_14938,chr15,84167647,84168046,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm20369_14939,chr15,84183354,84183753,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Samm50_14940,chr15,84189829,84190228,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Samm50_14941,chr15,84191954,84192353,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm52212_14942,chr15,84218851,84219250,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Parvb_14943,chr15,84231356,84231755,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Parvb_14944,chr15,84235666,84236065,"Intron(NM_133167.3/Parvb,intron1of12)",1stIntron,1stIntron,.
Gm33723_14945,chr15,84246138,84246537,"Intron(NM_133167.3/Parvb,intron1of12)",1stIntron,1stIntron,.
Parvb_14946,chr15,84256340,84256739,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Parvb_14947,chr15,84288956,84289355,"Intron(NM_133167.3/Parvb,intron4of12)",OtherIntron,OtherIntron,.
Gm22890_14948,chr15,84298936,84299335,"Intron(NM_133167.3/Parvb,intron8of12)",OtherIntron,OtherIntron,.
Gm22890_14949,chr15,84303118,84303517,"Exon(NM_133167.3/Parvb,exon9of13)",OtherExon,OtherExon,.
Gm22890_14950,chr15,84313289,84313688,3'UTR,3'UTR,3'UTR,.
Parvg_14951,chr15,84324602,84325001,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Shisal1_14952,chr15,84450578,84450977,"Intron(XR_384293.3/Gm33830,intron2of2)",OtherIntron,OtherIntron,.
Shisal1_14953,chr15,84491270,84491669,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm33966_14954,chr15,84512618,84513017,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm34027_14955,chr15,84531878,84532277,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm34027_14956,chr15,84537169,84537568,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Rtl6_14957,chr15,84557556,84557955,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm34095_14958,chr15,84577036,84577435,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm34095_14959,chr15,84593525,84593924,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm34095_14960,chr15,84598924,84599323,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm34201_14961,chr15,84609995,84610394,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm34201_14962,chr15,84629730,84630129,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm34201_14963,chr15,84631607,84632006,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Prr5_14964,chr15,84662962,84663361,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Prr5_14965,chr15,84680779,84681178,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Prr5_14966,chr15,84685463,84685862,"Intron(NM_001346662.1/Prr5,intron2of8)",OtherIntron,OtherIntron,.
Prr5_14967,chr15,84692339,84692738,"Intron(NM_001346662.1/Prr5,intron3of8)",OtherIntron,OtherIntron,.
Gm41374_14968,chr15,84705491,84705890,3'UTR,3'UTR,3'UTR,.
Gm41374_14969,chr15,84714750,84715149,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Arhgap8_14970,chr15,84719817,84720216,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm20556_14971,chr15,84754981,84755380,"Intron(XM_006521468.3/Arhgap8,intron6of12)",OtherIntron,OtherIntron,.
Gm52202_14972,chr15,84772545,84772944,3'UTR,3'UTR,3'UTR,.
Phf21b_14973,chr15,84856057,84856456,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46528_14974,chr15,84896467,84896866,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Nup50_14975,chr15,84923097,84923496,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm39558_14976,chr15,84988002,84988401,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm39558_14977,chr15,84995294,84995693,"Intron(XR_003951584.1/Gm39558,intron2of2)",OtherIntron,OtherIntron,.
Gm39558_14978,chr15,84999909,85000308,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Upk3a_14979,chr15,85016959,85017358,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Fam118a_14980,chr15,85033143,85033542,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Fam118a_14981,chr15,85036851,85037250,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Fam118a_14982,chr15,85042494,85042893,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Fbln1_14983,chr15,85257907,85258306,"Intron(NM_010180.2/Fbln1,intron14of16)",OtherIntron,OtherIntron,.
Gm34337_14984,chr15,85306991,85307390,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Atxn10_14985,chr15,85336319,85336718,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm23517_14986,chr15,85379862,85380261,"Intron(NM_016843.4/Atxn10,intron5of11)",OtherIntron,OtherIntron,.
Gm23517_14987,chr15,85408707,85409106,"Intron(NM_016843.4/Atxn10,intron9of11)",OtherIntron,OtherIntron,.
Wnt7b_14988,chr15,85583425,85583824,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Wnt7b_14989,chr15,85600320,85600719,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
D130051D11Rik_14990,chr15,85610665,85611064,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
D130051D11Rik_14991,chr15,85625714,85626113,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
D130051D11Rik_14992,chr15,85634452,85634851,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
D130051D11Rik_14993,chr15,85646126,85646525,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
D130051D11Rik_14994,chr15,85648279,85648678,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
D130051D11Rik_14995,chr15,85653703,85654102,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
D130051D11Rik_14996,chr15,85657575,85657974,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lncppara_14997,chr15,85670626,85671025,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lncppara_14998,chr15,85674426,85674825,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lncppara_14999,chr15,85698366,85698765,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm34622_15000,chr15,85710088,85710487,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm34622_15001,chr15,85716067,85716466,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm46529_15002,chr15,85718976,85719375,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ppara_15003,chr15,85735256,85735655,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ppara_15004,chr15,85749068,85749467,"Intron(XM_011245517.3/Ppara,intron2of7)",OtherIntron,OtherIntron,.
Cdpf1_15005,chr15,85811525,85811924,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ttc38_15006,chr15,85832062,85832461,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gtse1_15007,chr15,85852063,85852462,"Intron(XM_006520952.3/Ttc38,intron8of11)",OtherIntron,OtherIntron,.
Gtse1_15008,chr15,85859416,85859815,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gtse1_15009,chr15,85867641,85868040,"Intron(XR_001781542.2/Gtse1,intron6of10)",OtherIntron,OtherIntron,.
Trmu_15010,chr15,85879048,85879447,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Trmu_15011,chr15,85896273,85896672,"Exon(XM_006521422.2/Trmu,exon8of10)",OtherExon,OtherExon,.
Trmu_15012,chr15,85902461,85902860,"Exon(NM_009886.2/Celsr1,exon30of35)",OtherExon,OtherExon,.
Trmu_15013,chr15,85903745,85904144,"Exon(NM_009886.2/Celsr1,exon28of35)",OtherExon,OtherExon,.
Trmu_15014,chr15,85909058,85909457,"Intron(NM_009886.2/Celsr1,intron24of34)",OtherIntron,OtherIntron,.
Celsr1_15015,chr15,85942941,85943340,"Intron(NM_009886.2/Celsr1,intron5of34)",OtherIntron,OtherIntron,.
Celsr1_15016,chr15,85963453,85963852,"Intron(NM_009886.2/Celsr1,intron2of34)",OtherIntron,OtherIntron,.
Celsr1_15017,chr15,85982040,85982439,"Intron(NM_009886.2/Celsr1,intron1of34)",1stIntron,1stIntron,.
Celsr1_15018,chr15,85996068,85996467,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Celsr1_15019,chr15,86007676,86008075,"Intron(NM_009886.2/Celsr1,intron1of34)",1stIntron,1stIntron,.
Celsr1_15020,chr15,86034213,86034612,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm34764_15021,chr15,86038785,86039184,"Exon(XR_384307.4/Gm34764,exon2of3)",OtherExon,OtherExon,.
Gramd4_15022,chr15,86051109,86051508,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gramd4_15023,chr15,86054247,86054646,"Intron(XR_875536.2/Gm41375,intron2of2)",OtherIntron,OtherIntron,.
Gramd4_15024,chr15,86058664,86059063,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gramd4_15025,chr15,86064311,86064710,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gramd4_15026,chr15,86069096,86069495,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gramd4_15027,chr15,86076306,86076705,"Intron(NM_172611.5/Gramd4,intron1of18)",1stIntron,1stIntron,.
Gramd4_15028,chr15,86078280,86078679,"Intron(NM_172611.5/Gramd4,intron1of18)",1stIntron,1stIntron,.
Gm15722_15029,chr15,86094386,86094785,"Intron(NM_172611.5/Gramd4,intron2of18)",OtherIntron,OtherIntron,.
Gm15722_15030,chr15,86110790,86111189,"Intron(NM_172611.5/Gramd4,intron3of18)",OtherIntron,OtherIntron,.
Gm15722_15031,chr15,86124305,86124704,"Intron(NM_172611.5/Gramd4,intron5of18)",OtherIntron,OtherIntron,.
Gm15722_15032,chr15,86135263,86135662,3'UTR,3'UTR,3'UTR,.
Gm15722_15033,chr15,86137658,86138057,Downstream(<=300bp),Downstream(<=300bp),Downstream(<=300),.
Gm15569_15034,chr15,86159741,86160140,"Intron(NM_145475.4/Cerk,intron3of12)",OtherIntron,OtherIntron,.
Gm15569_15035,chr15,86168506,86168905,"Intron(NM_145475.4/Cerk,intron1of12)",1stIntron,1stIntron,.
Gm15569_15036,chr15,86173300,86173699,"Intron(NM_145475.4/Cerk,intron1of12)",1stIntron,1stIntron,.
Gm15569_15037,chr15,86182596,86182995,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm15569_15038,chr15,86185699,86186098,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cerk_15039,chr15,86191569,86191968,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm22818_15040,chr15,86202560,86202959,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm22818_15041,chr15,86204285,86204684,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tbc1d22a_15042,chr15,86214178,86214577,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tbc1d22a_15043,chr15,86221850,86222249,"Intron(XM_006520833.3/Tbc1d22a,intron1of11)",1stIntron,1stIntron,.
Tbc1d22a_15044,chr15,86230221,86230620,"Intron(XM_006520833.3/Tbc1d22a,intron1of11)",1stIntron,1stIntron,.
Tbc1d22a_15045,chr15,86234490,86234889,"Exon(XM_006520833.3/Tbc1d22a,exon2of12)",OtherExon,OtherExon,.
Tbc1d22a_15046,chr15,86243632,86244031,"Intron(XM_006520833.3/Tbc1d22a,intron4of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15047,chr15,86250328,86250727,"Intron(XM_006520833.3/Tbc1d22a,intron4of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15048,chr15,86283972,86284371,"Intron(XM_006520833.3/Tbc1d22a,intron4of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15049,chr15,86331059,86331458,"Intron(XM_006520833.3/Tbc1d22a,intron8of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15050,chr15,86344963,86345362,"Intron(XM_006520833.3/Tbc1d22a,intron8of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15051,chr15,86362274,86362673,"Intron(XM_006520833.3/Tbc1d22a,intron9of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15052,chr15,86375829,86376228,"Intron(XM_006520833.3/Tbc1d22a,intron10of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15053,chr15,86388656,86389055,"Intron(XM_006520833.3/Tbc1d22a,intron10of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15054,chr15,86405467,86405866,"Intron(XM_006520833.3/Tbc1d22a,intron11of11)",OtherIntron,OtherIntron,.
Tbc1d22a_15055,chr15,86433442,86433841,"Intron(XM_006520833.3/Tbc1d22a,intron11of11)",OtherIntron,OtherIntron,.
Gm34965_15056,chr15,86487521,86487920,"Intron(XM_006520833.3/Tbc1d22a,intron11of11)",OtherIntron,OtherIntron,.
Gm35831_15057,chr15,88468764,88469163,"Intron(XR_001781737.1/Gm35831,intron1of6)",1stIntron,1stIntron,.
Gm35831_15058,chr15,88490265,88490664,"Intron(XR_001781737.1/Gm35831,intron1of6)",1stIntron,1stIntron,.
Gm35831_15059,chr15,88497891,88498290,"Intron(XR_001781737.1/Gm35831,intron1of6)",1stIntron,1stIntron,.
Gm35831_15060,chr15,88505100,88505499,"Intron(XR_001781737.1/Gm35831,intron1of6)",1stIntron,1stIntron,.
Gm35831_15061,chr15,88515022,88515421,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm41377_15062,chr15,88733442,88733841,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Zbed4_15063,chr15,88743391,88743790,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Zbed4_15064,chr15,88751302,88751701,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Zbed4_15065,chr15,88760484,88760883,"Intron(XM_006520841.4/Zbed4,intron1of1)",1stIntron,1stIntron,.
Alg12_15066,chr15,88819283,88819682,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Creld2_15067,chr15,88823324,88823723,"Intron(NM_029720.2/Creld2,intron6of9)",OtherIntron,OtherIntron,.
Gm23144_15068,chr15,88828642,88829041,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm23144_15069,chr15,88837214,88837613,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Pim3_15070,chr15,88861926,88862325,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pim3_15071,chr15,88863675,88864074,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm38643_15072,chr15,88876320,88876719,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm38643_15073,chr15,88891219,88891618,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm38643_15074,chr15,88903105,88903504,"Intron(XM_006520959.4/Ttll8,intron12of12)",OtherIntron,OtherIntron,.
Gm38643_15075,chr15,88921316,88921715,"Intron(XM_006520959.4/Ttll8,intron8of12)",OtherIntron,OtherIntron,.
Gm23737_15076,chr15,89035476,89035875,"Intron(XM_006521556.1/Mov10l1,intron22of26)",OtherIntron,OtherIntron,.
Panx2_15077,chr15,89059223,89059622,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
1810021B22Rik_15078,chr15,89067673,89068072,5'UTR,5'UTR,5'UTR,.
1810021B22Rik_15079,chr15,89075746,89076145,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Trabd_15080,chr15,89078271,89078670,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Selenoo_15081,chr15,89088868,89089267,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tubgcp6_15082,chr15,89117919,89118318,"Intron(XR_001781546.1/Tubgcp6,intron2of24)",OtherIntron,OtherIntron,.
Tubgcp6_15083,chr15,89122923,89123322,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46530_15084,chr15,89128451,89128850,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Hdac10_15085,chr15,89131344,89131743,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Mapk12_15086,chr15,89140429,89140828,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mapk11_15087,chr15,89146555,89146954,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Mapk11_15088,chr15,89149574,89149973,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mir7118_15089,chr15,89157992,89158391,"Exon(NM_001159521.2/Plxnb2,exon31of38)",OtherExon,OtherExon,.
Plxnb2_15090,chr15,89172903,89173302,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Plxnb2_15091,chr15,89177211,89177610,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Plxnb2_15092,chr15,89180729,89181128,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dennd6b_15093,chr15,89187233,89187632,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Dennd6b_15094,chr15,89196339,89196738,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ppp6r2_15095,chr15,89211108,89211507,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mir6959_15096,chr15,89289032,89289431,"Exon(NM_001081030.2/Sbf1,exon38of40)",OtherExon,OtherExon,.
Mir6959_15097,chr15,89309389,89309788,"Intron(NM_001081030.2/Sbf1,intron1of39)",1stIntron,1stIntron,.
Sbf1_15098,chr15,89315138,89315537,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Miox_15099,chr15,89339673,89340072,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
