ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0010970	GO:0010970	transport along microtubule	6/517	180/28891	0.105320373557843	0.237842747359186	0.162174333250533	Bsn/Mreg/Armcx3/Trak1/Myo5a/Htt	6
GO:0001832	GO:0001832	blastocyst growth	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Grn/Nbn	2
GO:0001963	GO:0001963	synaptic transmission, dopaminergic	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Adora2a/Aph1b	2
GO:0002026	GO:0002026	regulation of the force of heart contraction	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Adm/Adrb2	2
GO:0015012	GO:0015012	heparan sulfate proteoglycan biosynthetic process	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Hs3st3b1/Hs3st1	2
GO:0021602	GO:0021602	cranial nerve morphogenesis	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Plxna1/Plxna3	2
GO:0033198	GO:0033198	response to ATP	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Hsp90b1/P2rx4	2
GO:0033688	GO:0033688	regulation of osteoblast proliferation	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Hpse/Smad3	2
GO:0035767	GO:0035767	endothelial cell chemotaxis	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Lgmn/P2rx4	2
GO:0042634	GO:0042634	regulation of hair cycle	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Hpse/Ngfr	2
GO:0043032	GO:0043032	positive regulation of macrophage activation	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Ctsc/Tlr4	2
GO:0045830	GO:0045830	positive regulation of isotype switching	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Clcf1/Cd40	2
GO:0050802	GO:0050802	circadian sleep/wake cycle, sleep	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Adora2a/Ptger4	2
GO:0071605	GO:0071605	monocyte chemotactic protein-1 production	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Oas3/Oas1a	2
GO:0071637	GO:0071637	regulation of monocyte chemotactic protein-1 production	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Oas3/Oas1a	2
GO:1902235	GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Herpud1/Eif2ak3	2
GO:1904376	GO:1904376	negative regulation of protein localization to cell periphery	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Pid1/Tmbim1	2
GO:1905523	GO:1905523	positive regulation of macrophage migration	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Ccr7/P2rx4	2
GO:2000737	GO:2000737	negative regulation of stem cell differentiation	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Zfp36l2/Prickle1	2
GO:2000765	GO:2000765	regulation of cytoplasmic translation	2/517	31/28891	0.105854248880063	0.237842747359186	0.162174333250533	Zfp385a/Paip1	2
GO:0016485	GO:0016485	protein processing	8/517	266/28891	0.106650927281095	0.239513574998438	0.163313595899409	Lgmn/Hsp90b1/Plaur/Rnpep/Serpine2/Capn2/Ppp1r15a/Aph1b	8
GO:0044270	GO:0044270	cellular nitrogen compound catabolic process	12/517	446/28891	0.106921893786168	0.239673126153318	0.163422386696897	Apobec1/Pde2a/Carhsp1/Kmo/Aicda/Fto/Paip1/Dnase2a/Cnot1/Oas2/Zfp36l2/Nudt4	12
GO:0046700	GO:0046700	heterocycle catabolic process	12/517	446/28891	0.106921893786168	0.239673126153318	0.163422386696897	Apobec1/Pde2a/Carhsp1/Kmo/Aicda/Fto/Paip1/Dnase2a/Cnot1/Oas2/Zfp36l2/Nudt4	12
GO:0046173	GO:0046173	polyol biosynthetic process	3/517	64/28891	0.107040545486285	0.239673126153318	0.163422386696897	Asah1/Cyp27a1/Acer3	3
GO:0048278	GO:0048278	vesicle docking	3/517	64/28891	0.107040545486285	0.239673126153318	0.163422386696897	Exoc8/Rab3d/Ralb	3
GO:0050775	GO:0050775	positive regulation of dendrite morphogenesis	3/517	64/28891	0.107040545486285	0.239673126153318	0.163422386696897	Xlr3b/Marcks/Eef2k	3
GO:0060324	GO:0060324	face development	3/517	64/28891	0.107040545486285	0.239673126153318	0.163422386696897	Sgpl1/Rarg/Prickle1	3
GO:0019731	GO:0019731	antibacterial humoral response	5/517	140/28891	0.107220698885294	0.239957478814188	0.163616274060277	Adm/Rnase6/Ppl/Trf/Rnase4	5
GO:0032890	GO:0032890	regulation of organic acid transport	4/517	101/28891	0.107806647075683	0.240910497475067	0.164266094866752	Adora2a/Kmo/Acsl1/Itgb1	4
GO:0070252	GO:0070252	actin-mediated cell contraction	4/517	101/28891	0.107806647075683	0.240910497475067	0.164266094866752	Zeb2/Tpm1/Scn2b/Jup	4
GO:0090100	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	4/517	101/28891	0.107806647075683	0.240910497475067	0.164266094866752	Zeb2/Tgfbr2/Cdkn2b/Tgfbr1	4
GO:0009165	GO:0009165	nucleotide biosynthetic process	8/517	267/28891	0.10833664467902	0.24197506881796	0.16499197845853	Kmo/Impdh1/Dhodh/Acsl1/Acacb/Mpc2/Pid1/Oas1a	8
GO:0043487	GO:0043487	regulation of RNA stability	6/517	182/28891	0.109482460686689	0.244413366735763	0.166654544769576	Apobec1/Carhsp1/Fto/Paip1/Cnot1/Zfp36l2	6
GO:0071222	GO:0071222	cellular response to lipopolysaccharide	9/517	312/28891	0.10975107219331	0.244891912941475	0.166980844026974	Pde2a/Irak3/Pdcd1lg2/Aicda/Cd36/Tbxa2r/Axl/Pf4/Tlr4	9
GO:0019935	GO:0019935	cyclic-nucleotide-mediated signaling	4/517	102/28891	0.110716271733664	0.244964604788792	0.167030409346927	Pde2a/Nucb2/Cd36/Ptger4	4
GO:0034446	GO:0034446	substrate adhesion-dependent cell spreading	4/517	102/28891	0.110716271733664	0.244964604788792	0.167030409346927	Tacstd2/Parvb/Axl/Rac1	4
GO:0050779	GO:0050779	RNA destabilization	4/517	102/28891	0.110716271733664	0.244964604788792	0.167030409346927	Fto/Paip1/Cnot1/Zfp36l2	4
GO:0061014	GO:0061014	positive regulation of mRNA catabolic process	4/517	102/28891	0.110716271733664	0.244964604788792	0.167030409346927	Fto/Paip1/Cnot1/Zfp36l2	4
GO:0046879	GO:0046879	hormone secretion	11/517	403/28891	0.110749331128821	0.244964604788792	0.167030409346927	Anxa1/Clcf1/Nucb2/Osm/Mpc2/Myo5a/Htt/Runx1/Slc16a1/Rac1/Ptger4	11
GO:1901987	GO:1901987	regulation of cell cycle phase transition	12/517	449/28891	0.11078791034405	0.244964604788792	0.167030409346927	Rgcc/Anxa1/Rassf1/Cdc7/Gpr132/Id2/Nbn/Cdkn2b/Zfp36l2/Apc/Mepce/Klhl22	12
GO:0002548	GO:0002548	monocyte chemotaxis	3/517	65/28891	0.110809936250048	0.244964604788792	0.167030409346927	Lgmn/Lgals3/Anxa1	3
GO:0006476	GO:0006476	protein deacetylation	3/517	65/28891	0.110809936250048	0.244964604788792	0.167030409346927	Ripk3/Ncor2/Nek3	3
GO:0006487	GO:0006487	protein N-linked glycosylation	3/517	65/28891	0.110809936250048	0.244964604788792	0.167030409346927	B4galt1/Derl3/Magt1	3
GO:0006911	GO:0006911	phagocytosis, engulfment	3/517	65/28891	0.110809936250048	0.244964604788792	0.167030409346927	Cd36/Fcer1g/Rac1	3
GO:0021872	GO:0021872	forebrain generation of neurons	3/517	65/28891	0.110809936250048	0.244964604788792	0.167030409346927	Nfix/Plxna1/Plxna3	3
GO:0032964	GO:0032964	collagen biosynthetic process	3/517	65/28891	0.110809936250048	0.244964604788792	0.167030409346927	Rgcc/Fosl2/Il6ra	3
GO:0045682	GO:0045682	regulation of epidermis development	3/517	65/28891	0.110809936250048	0.244964604788792	0.167030409346927	Sfn/Nab1/Nab2	3
GO:0050854	GO:0050854	regulation of antigen receptor-mediated signaling pathway	3/517	65/28891	0.110809936250048	0.244964604788792	0.167030409346927	Kcnn4/Lgals3/Ccr7	3
GO:0003299	GO:0003299	muscle hypertrophy in response to stress	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Nfatc3/Smad3	2
GO:0007263	GO:0007263	nitric oxide mediated signal transduction	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Pde2a/Cd36	2
GO:0007271	GO:0007271	synaptic transmission, cholinergic	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Adora2a/Ngfr	2
GO:0014898	GO:0014898	cardiac muscle hypertrophy in response to stress	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Nfatc3/Smad3	2
GO:0034063	GO:0034063	stress granule assembly	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Grb7/Ogfod1	2
GO:0035162	GO:0035162	embryonic hemopoiesis	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Tgfbr2/Runx1	2
GO:0042749	GO:0042749	regulation of circadian sleep/wake cycle	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Adora2a/Ptger4	2
GO:0046339	GO:0046339	diacylglycerol metabolic process	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Dgke/Dgkh	2
GO:0048011	GO:0048011	neurotrophin TRK receptor signaling pathway	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Ddit4/Spry2	2
GO:0051654	GO:0051654	establishment of mitochondrion localization	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Armcx3/Trak1	2
GO:0055022	GO:0055022	negative regulation of cardiac muscle tissue growth	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Tgfbr2/Apc	2
GO:0060317	GO:0060317	cardiac epithelial to mesenchymal transition	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Tgfbr2/Tgfbr1	2
GO:0060384	GO:0060384	innervation	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Serpine2/Prkcg	2
GO:0061036	GO:0061036	positive regulation of cartilage development	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Smad3/Smad7	2
GO:0061117	GO:0061117	negative regulation of heart growth	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Tgfbr2/Apc	2
GO:0071354	GO:0071354	cellular response to interleukin-6	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Il6ra/Pid1	2
GO:0071548	GO:0071548	response to dexamethasone	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Ddit4/Eif4ebp1	2
GO:0072539	GO:0072539	T-helper 17 cell differentiation	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Il6ra/Smad7	2
GO:0150077	GO:0150077	regulation of neuroinflammatory response	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Ctsc/Grn	2
GO:1900273	GO:1900273	positive regulation of long-term synaptic potentiation	2/517	32/28891	0.111628753223426	0.244964604788792	0.167030409346927	Lgmn/Adora2a	2
GO:1901293	GO:1901293	nucleoside phosphate biosynthetic process	8/517	269/28891	0.111751837863972	0.245115547190462	0.167133330220579	Kmo/Impdh1/Dhodh/Acsl1/Acacb/Mpc2/Pid1/Oas1a	8
GO:0000280	GO:0000280	nuclear division	12/517	450/28891	0.112094538502007	0.24574781291795	0.16756444394564	Zcwpw1/Rgcc/Eps8/Hspa1a/Osm/Reep3/Clasp2/Nfix/Ccne1/Apc/Prickle1/Klhl22	12
GO:0016050	GO:0016050	vesicle organization	10/517	359/28891	0.112922935292	0.247443752382567	0.168720829225247	Sdc4/Cplx2/Anxa1/Als2/Zfp385a/Exoc8/Zeb2/Serpine2/Rab32/Tbc1d4	10
GO:0099003	GO:0099003	vesicle-mediated transport in synapse	8/517	270/28891	0.113481217846078	0.248546442191751	0.169472704094555	Syn3/Cplx2/Grn/Bsn/Pip5k1c/Ncs1/Hip1/Prkcg	8
GO:0046434	GO:0046434	organophosphate catabolic process	5/517	143/28891	0.114530579890131	0.250090968122598	0.170525847256599	Pde2a/Plbd1/Napepld/Scarb1/Nudt4	5
GO:0060538	GO:0060538	skeletal muscle organ development	7/517	227/28891	0.114535800230208	0.250090968122598	0.170525847256599	Srpk3/Nfatc3/Zbtb18/Adrb2/Dag1/Nfix/Mef2d	7
GO:0010662	GO:0010662	regulation of striated muscle cell apoptotic process	3/517	66/28891	0.114629644006569	0.250090968122598	0.170525847256599	Capn2/Trip10/Bnip3	3
GO:0019098	GO:0019098	reproductive behavior	3/517	66/28891	0.114629644006569	0.250090968122598	0.170525847256599	Grn/Serpine2/Hexb	3
GO:0042311	GO:0042311	vasodilation	3/517	66/28891	0.114629644006569	0.250090968122598	0.170525847256599	Adora2a/P2rx4/Adrb2	3
GO:0042551	GO:0042551	neuron maturation	3/517	66/28891	0.114629644006569	0.250090968122598	0.170525847256599	B4galt5/C1qa/Rac1	3
GO:0045778	GO:0045778	positive regulation of ossification	3/517	66/28891	0.114629644006569	0.250090968122598	0.170525847256599	Adrb2/Smad3/Ptger4	3
GO:0048008	GO:0048008	platelet-derived growth factor receptor signaling pathway	3/517	66/28891	0.114629644006569	0.250090968122598	0.170525847256599	Sgpl1/Hip1/Clasp2	3
GO:0001938	GO:0001938	positive regulation of endothelial cell proliferation	4/517	104/28891	0.116639313350913	0.254105885000681	0.173263439531281	Pik3cd/Jun/Hspg2/Ecm1	4
GO:0046330	GO:0046330	positive regulation of JNK cascade	4/517	104/28891	0.116639313350913	0.254105885000681	0.173263439531281	Rassf2/Gadd45g/Sh3rf1/Tlr4	4
GO:0051963	GO:0051963	regulation of synapse assembly	5/517	144/28891	0.117019002593203	0.254105885000681	0.173263439531281	Xlr3b/Sema4a/Eef2k/Sema4d/Tlr2	5
GO:1904951	GO:1904951	positive regulation of establishment of protein localization	10/517	362/28891	0.117429131980275	0.254105885000681	0.173263439531281	Kcnn4/Adora2a/Sfn/Mavs/Mpc2/Jup/Tlr2/Rac1/Tlr4/Ptger4	10
GO:0006270	GO:0006270	DNA replication initiation	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Ccne1/Pola1	2
GO:0009156	GO:0009156	ribonucleoside monophosphate biosynthetic process	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Impdh1/Dhodh	2
GO:0010669	GO:0010669	epithelial structure maintenance	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Il10ra/Tlr4	2
GO:0014887	GO:0014887	cardiac muscle adaptation	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Nfatc3/Smad3	2
GO:0021697	GO:0021697	cerebellar cortex formation	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Whrn/Nfix	2
GO:0023058	GO:0023058	adaptation of signaling pathway	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Adm/Adrb2	2
GO:0032647	GO:0032647	regulation of interferon-alpha production	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Mavs/Tlr4	2
GO:0043372	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Ccr7/Anxa1	2
GO:0044273	GO:0044273	sulfur compound catabolic process	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Hpse/Hexb	2
GO:0048566	GO:0048566	embryonic digestive tract development	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Tcf7/Id2	2
GO:0061037	GO:0061037	negative regulation of cartilage development	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Rarg/Tgfbr1	2
GO:0090594	GO:0090594	inflammatory response to wounding	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Grn/Tlr4	2
GO:1901797	GO:1901797	negative regulation of signal transduction by p53 class mediator	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Cd74/Zfp385a	2
GO:1901798	GO:1901798	positive regulation of signal transduction by p53 class mediator	2/517	33/28891	0.117483159502973	0.254105885000681	0.173263439531281	Bmyc/Zfp385a	2
GO:0035296	GO:0035296	regulation of tube diameter	6/517	186/28891	0.118055254984973	0.254976756460367	0.173857247834833	Adm/Adora2a/P2rx4/Adrb2/Tbxa2r/Ptgs1	6
GO:0061013	GO:0061013	regulation of mRNA catabolic process	6/517	186/28891	0.118055254984973	0.254976756460367	0.173857247834833	Apobec1/Carhsp1/Fto/Paip1/Cnot1/Zfp36l2	6
GO:0097746	GO:0097746	blood vessel diameter maintenance	6/517	186/28891	0.118055254984973	0.254976756460367	0.173857247834833	Adm/Adora2a/P2rx4/Adrb2/Tbxa2r/Ptgs1	6
GO:0010770	GO:0010770	positive regulation of cell morphogenesis	3/517	67/28891	0.118498477080866	0.255323210283069	0.174093479203342	Xlr3b/Marcks/Eef2k	3
GO:0043331	GO:0043331	response to dsRNA	3/517	67/28891	0.118498477080866	0.255323210283069	0.174093479203342	Irak3/Mavs/Ralb	3
GO:0061337	GO:0061337	cardiac conduction	3/517	67/28891	0.118498477080866	0.255323210283069	0.174093479203342	Ehd3/Scn2b/Jup	3
GO:0098930	GO:0098930	axonal transport	3/517	67/28891	0.118498477080866	0.255323210283069	0.174093479203342	Bsn/Armcx3/Trak1	3
GO:0140895	GO:0140895	cell surface toll-like receptor signaling pathway	3/517	67/28891	0.118498477080866	0.255323210283069	0.174093479203342	Tlr2/Oas1a/Tlr4	3
GO:0035270	GO:0035270	endocrine system development	5/517	145/28891	0.119532936609438	0.257306473941346	0.175445778001655	Anxa1/Il6ra/Smad3/Eif2ak3/Tgfbr1	5
GO:0050773	GO:0050773	regulation of dendrite development	5/517	145/28891	0.119532936609438	0.257306473941346	0.175445778001655	Xlr3b/Marcks/Eef2k/Clip1/Sema4d	5
GO:0007219	GO:0007219	Notch signaling pathway	6/517	187/28891	0.120249499148908	0.258602305458871	0.176329347564708	Anxa4/Lfng/Tspan14/Tgfbr2/S1pr3/Aph1b	6
GO:0035150	GO:0035150	regulation of tube size	6/517	187/28891	0.120249499148908	0.258602305458871	0.176329347564708	Adm/Adora2a/P2rx4/Adrb2/Tbxa2r/Ptgs1	6
GO:0051056	GO:0051056	regulation of small GTPase mediated signal transduction	7/517	230/28891	0.120371004123412	0.258617188297515	0.176339495506829	Eps8/Spry2/Itgb1/Rasgef1a/Ngfr/Rasgrp4/Eps8l1	7
GO:0099504	GO:0099504	synaptic vesicle cycle	7/517	230/28891	0.120371004123412	0.258617188297515	0.176339495506829	Syn3/Cplx2/Grn/Bsn/Pip5k1c/Ncs1/Prkcg	7
GO:0045787	GO:0045787	positive regulation of cell cycle	10/517	365/28891	0.122034341287394	0.262066135381207	0.178691178288518	Lgmn/Rgcc/Lfng/Anxa1/Ccnd3/Eif4ebp1/Cdc7/Pim1/Id2/Mepce	10
GO:0009914	GO:0009914	hormone transport	11/517	411/28891	0.122093505974732	0.262068514488798	0.178692800495591	Anxa1/Clcf1/Nucb2/Osm/Mpc2/Myo5a/Htt/Runx1/Slc16a1/Rac1/Ptger4	11
GO:0000768	GO:0000768	syncytium formation by plasma membrane fusion	3/517	68/28891	0.122415237958731	0.2621358558566	0.178738717562834	Tyrobp/Capn2/Adam8	3
GO:0014911	GO:0014911	positive regulation of smooth muscle cell migration	3/517	68/28891	0.122415237958731	0.2621358558566	0.178738717562834	Myo5a/Tlr4/Ptger4	3
GO:0030837	GO:0030837	negative regulation of actin filament polymerization	3/517	68/28891	0.122415237958731	0.2621358558566	0.178738717562834	Eps8/Tpm1/Tlr2	3
GO:0099601	GO:0099601	regulation of neurotransmitter receptor activity	3/517	68/28891	0.122415237958731	0.2621358558566	0.178738717562834	Adrb2/Shank1/Slc6a9	3
GO:0140253	GO:0140253	cell-cell fusion	3/517	68/28891	0.122415237958731	0.2621358558566	0.178738717562834	Tyrobp/Capn2/Adam8	3
GO:0043502	GO:0043502	regulation of muscle adaptation	4/517	106/28891	0.122697615306511	0.262281195206995	0.178837817966386	P2rx4/Parp2/Trip10/Smad3	4
GO:1901222	GO:1901222	regulation of non-canonical NF-kappaB signal transduction	4/517	106/28891	0.122697615306511	0.262281195206995	0.178837817966386	Edaradd/Rassf2/Tlr2/Tlr4	4
GO:0015697	GO:0015697	quaternary ammonium group transport	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Adora2a/Slc7a6	2
GO:0022410	GO:0022410	circadian sleep/wake cycle process	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Adora2a/Ptger4	2
GO:0034694	GO:0034694	response to prostaglandin	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Ccr7/Ptger4	2
GO:0040036	GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Spry2/Ngfr	2
GO:0045943	GO:0045943	positive regulation of transcription by RNA polymerase I	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Ppp1r15a/Eif2ak3	2
GO:0051497	GO:0051497	negative regulation of stress fiber assembly	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Tacstd2/Clasp2	2
GO:0061050	GO:0061050	regulation of cell growth involved in cardiac muscle cell development	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Parp2/Trip10	2
GO:0070741	GO:0070741	response to interleukin-6	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Il6ra/Pid1	2
GO:0071353	GO:0071353	cellular response to interleukin-4	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Cd300lf/Tcf7	2
GO:0097345	GO:0097345	mitochondrial outer membrane permeabilization	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Chchd10/Bnip3	2
GO:0099010	GO:0099010	modification of postsynaptic structure	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Marcks/Cttn	2
GO:1903429	GO:1903429	regulation of cell maturation	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Runx1/Rac1	2
GO:1904752	GO:1904752	regulation of vascular associated smooth muscle cell migration	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Tpm1/Myo5a	2
GO:2001187	GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	2/517	34/28891	0.123412773287474	0.262281195206995	0.178837817966386	Runx3/Runx1	2
GO:0030072	GO:0030072	peptide hormone secretion	9/517	321/28891	0.124392918554215	0.264239827931165	0.18017332203221	Anxa1/Clcf1/Nucb2/Mpc2/Myo5a/Htt/Slc16a1/Rac1/Ptger4	9
GO:0001657	GO:0001657	ureteric bud development	4/517	107/28891	0.125776285258876	0.266927198711126	0.182005719989584	Tacstd2/Hs3st3b1/Smad3/Smad7	4
GO:0090288	GO:0090288	negative regulation of cellular response to growth factor stimulus	4/517	107/28891	0.125776285258876	0.266927198711126	0.182005719989584	Spry2/Ngfr/Smad7/Gpr155	4
GO:0043303	GO:0043303	mast cell degranulation	3/517	69/28891	0.126378724447858	0.267827963454286	0.182619911186328	Cplx2/Lat2/Fcer1g	3
GO:0050433	GO:0050433	regulation of catecholamine secretion	3/517	69/28891	0.126378724447858	0.267827963454286	0.182619911186328	Adora2a/Myo5a/Ptgs1	3
GO:0070613	GO:0070613	regulation of protein processing	3/517	69/28891	0.126378724447858	0.267827963454286	0.182619911186328	Plaur/Serpine2/Ppp1r15a	3
GO:0034655	GO:0034655	nucleobase-containing compound catabolic process	11/517	414/28891	0.12650939911562	0.267979083814129	0.182722953401701	Apobec1/Pde2a/Carhsp1/Aicda/Fto/Paip1/Dnase2a/Cnot1/Oas2/Zfp36l2/Nudt4	11
GO:0048706	GO:0048706	embryonic skeletal system development	5/517	148/28891	0.127225375540552	0.269369298869631	0.18367087887853	Etl4/Hspg2/Smad3/Tgfbr2/Tgfbr1	5
GO:0001704	GO:0001704	formation of primary germ layer	4/517	108/28891	0.128887310938839	0.27234054615531	0.18569683953038	Ahdc1/Kdm6b/Htt/Smad3	4
GO:0002532	GO:0002532	production of molecular mediator involved in inflammatory response	4/517	108/28891	0.128887310938839	0.27234054615531	0.18569683953038	Dusp10/Grn/Fcer1g/Tlr4	4
GO:2000243	GO:2000243	positive regulation of reproductive process	4/517	108/28891	0.128887310938839	0.27234054615531	0.18569683953038	Lfng/Runx1/Rac1/Ptger4	4
GO:0002092	GO:0002092	positive regulation of receptor internalization	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Cd63/Plk2	2
GO:0002902	GO:0002902	regulation of B cell apoptotic process	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Cd74/Hsh2d	2
GO:0010574	GO:0010574	regulation of vascular endothelial growth factor production	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Hpse/Eif2ak3	2
GO:0010923	GO:0010923	negative regulation of phosphatase activity	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Ppp1r15a/Sema4d	2
GO:0032682	GO:0032682	negative regulation of chemokine production	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Oas3/Oas1a	2
GO:0048679	GO:0048679	regulation of axon regeneration	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Grn/Rtn4rl1	2
GO:0060142	GO:0060142	regulation of syncytium formation by plasma membrane fusion	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Tyrobp/Capn2	2
GO:0090279	GO:0090279	regulation of calcium ion import	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Lgals3/Cxcr4	2
GO:0090322	GO:0090322	regulation of superoxide metabolic process	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Tyrobp/Cd36	2
GO:1905898	GO:1905898	positive regulation of response to endoplasmic reticulum stress	2/517	35/28891	0.129413041981201	0.27234054615531	0.18569683953038	Herpud1/Eif2ak3	2
GO:0090101	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	5/517	149/28891	0.129838897229968	0.273109404518208	0.186221089665191	Nrros/Spry2/Smad7/Gpr155/Prdm16	5
GO:0002752	GO:0002752	cell surface pattern recognition receptor signaling pathway	3/517	70/28891	0.130387730789333	0.273459047694201	0.186459495711084	Tlr2/Oas1a/Tlr4	3
GO:0006949	GO:0006949	syncytium formation	3/517	70/28891	0.130387730789333	0.273459047694201	0.186459495711084	Tyrobp/Capn2/Adam8	3
GO:0045668	GO:0045668	negative regulation of osteoblast differentiation	3/517	70/28891	0.130387730789333	0.273459047694201	0.186459495711084	Id2/Smad3/Sema4d	3
GO:0070098	GO:0070098	chemokine-mediated signaling pathway	3/517	70/28891	0.130387730789333	0.273459047694201	0.186459495711084	Cxcr4/Ackr3/Pf4	3
GO:0090307	GO:0090307	mitotic spindle assembly	3/517	70/28891	0.130387730789333	0.273459047694201	0.186459495711084	Hspa1a/Clasp2/Prickle1	3
GO:0048469	GO:0048469	cell maturation	7/517	235/28891	0.130429182473552	0.273459047694201	0.186459495711084	B4galt5/Runx3/Id2/Nfix/Runx1/C1qa/Rac1	7
GO:0050679	GO:0050679	positive regulation of epithelial cell proliferation	7/517	235/28891	0.130429182473552	0.273459047694201	0.186459495711084	Bmyc/Grn/B4galt1/Pik3cd/Jun/Hspg2/Ecm1	7
GO:0006576	GO:0006576	biogenic amine metabolic process	4/517	109/28891	0.132030190967241	0.276430557526032	0.188485635381414	Kmo/Myo5a/Napepld/Amd1	4
GO:0010660	GO:0010660	regulation of muscle cell apoptotic process	4/517	109/28891	0.132030190967241	0.276430557526032	0.188485635381414	Lifr/Capn2/Trip10/Bnip3	4
