category	subcategory	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
mmu00270	Metabolism	Amino acid metabolism	mmu00270	Cysteine and methionine metabolism - Mus musculus (house mouse)	1/224	55/9478	0.732668580997689	0.853770825790695	0.768043184081962	Lacc1	1
mmu00600	Metabolism	Lipid metabolism	mmu00600	Sphingolipid metabolism - Mus musculus (house mouse)	1/224	55/9478	0.732668580997689	0.853770825790695	0.768043184081962	Cers4	1
mmu04350	Environmental Information Processing	Signal transduction	mmu04350	TGF-beta signaling pathway - Mus musculus (house mouse)	2/224	110/9478	0.738033583690423	0.854285728967321	0.768506385521181	Id3/Neo1	2
mmu05415	Human Diseases	Cardiovascular disease	mmu05415	Diabetic cardiomyopathy - Mus musculus (house mouse)	4/224	212/9478	0.742941534340298	0.854285728967321	0.768506385521181	Cybb/Ndufv1/Pik3r1/Nfkb1	4
mmu04923	Organismal Systems	Endocrine system	mmu04923	Regulation of lipolysis in adipocytes - Mus musculus (house mouse)	1/224	57/9478	0.745227976333195	0.854285728967321	0.768506385521181	Pik3r1	1
mmu05144	Human Diseases	Infectious disease: parasitic	mmu05144	Malaria - Mus musculus (house mouse)	1/224	57/9478	0.745227976333195	0.854285728967321	0.768506385521181	Il10	1
mmu05168	Human Diseases	Infectious disease: viral	mmu05168	Herpes simplex virus 1 infection - Mus musculus (house mouse)	9/224	456/9478	0.75717247004281	0.861379333318222	0.774887716796161	Stat1/Irf7/Pik3r1/Nfkb1/Zfp345/Bad/Bcl2l1/Casp3/Zfp867	9
mmu05012	Human Diseases	Neurodegenerative disease	mmu05012	Parkinson disease - Mus musculus (house mouse)	5/224	266/9478	0.758703234744126	0.861379333318222	0.774887716796161	Ndufv1/Map3k5/Gnal/Bcl2l1/Casp3	5
mmu05332	Human Diseases	Immune disease	mmu05332	Graft-versus-host disease - Mus musculus (house mouse)	1/224	60/9478	0.762974039093467	0.861379333318222	0.774887716796161	Cd86	1
mmu04530	Cellular Processes	Cellular community - eukaryotes	mmu04530	Tight junction - Mus musculus (house mouse)	3/224	168/9478	0.763634160743104	0.861379333318222	0.774887716796161	F11r/Map3k5/Dlg1	3
mmu03013	Genetic Information Processing	Translation	mmu03013	Nucleocytoplasmic transport - Mus musculus (house mouse)	2/224	117/9478	0.76847600263083	0.863387381441809	0.776694135600881	Ddx19b/Ipo11	2
mmu05014	Human Diseases	Neurodegenerative disease	mmu05014	Amyotrophic lateral sclerosis - Mus musculus (house mouse)	7/224	370/9478	0.777568128831867	0.870135763216613	0.782764908306099	Ndufv1/Map3k5/Ppp3cc/Bad/Bcl2l1/Casp3/Dnah17	7
mmu00310	Metabolism	Amino acid metabolism	mmu00310	Lysine degradation - Mus musculus (house mouse)	1/224	64/9478	0.784735494181828	0.874685412487255	0.78685772455927	Ezh2	1
mmu04720	Organismal Systems	Nervous system	mmu04720	Long-term potentiation - Mus musculus (house mouse)	1/224	67/9478	0.799740556597425	0.881817258800316	0.793273457898007	Ppp3cc	1
mmu04940	Human Diseases	Endocrine and metabolic disease	mmu04940	Type I diabetes mellitus - Mus musculus (house mouse)	1/224	67/9478	0.799740556597425	0.881817258800316	0.793273457898007	Cd86	1
mmu04810	Cellular Processes	Cell motility	mmu04810	Regulation of actin cytoskeleton - Mus musculus (house mouse)	4/224	231/9478	0.800514958343549	0.881817258800316	0.793273457898007	Vcl/Pik3r1/Arhgef12/Vav3	4
mmu00982	Metabolism	Xenobiotics biodegradation and metabolism	mmu00982	Drug metabolism - cytochrome P450 - Mus musculus (house mouse)	1/224	71/9478	0.818139649485157	0.897725218501223	0.807584089805131	Gstt1	1
mmu00480	Metabolism	Metabolism of other amino acids	mmu00480	Glutathione metabolism - Mus musculus (house mouse)	1/224	72/9478	0.82247011812716	0.898978966325035	0.808711948056489	Gstt1	1
mmu00980	Metabolism	Xenobiotics biodegradation and metabolism	mmu00980	Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse)	1/224	74/9478	0.830825475056221	0.904605343497507	0.813773377315786	Gstt1	1
mmu05204	Human Diseases	Cancer: overview	mmu05204	Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse)	1/224	84/9478	0.867081684425361	0.927999582698604	0.834818586899454	Gstt1	1
mmu05034	Human Diseases	Substance dependence	mmu05034	Alcoholism - Mus musculus (house mouse)	3/224	205/9478	0.86761634619086	0.927999582698604	0.834818586899454	Gng3/Camkk1/Creb5	3
mmu04970	Organismal Systems	Digestive system	mmu04970	Salivary secretion - Mus musculus (house mouse)	1/224	86/9478	0.873345314977553	0.927999582698604	0.834818586899454	Lyz1	1
mmu05412	Human Diseases	Cardiovascular disease	mmu05412	Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse)	1/224	86/9478	0.873345314977553	0.927999582698604	0.834818586899454	Cacna1s	1
mmu05226	Human Diseases	Cancer: specific types	mmu05226	Gastric cancer - Mus musculus (house mouse)	2/224	150/9478	0.873936532313492	0.927999582698604	0.834818586899454	Pik3r1/Frat1	2
mmu04146	Cellular Processes	Transport and catabolism	mmu04146	Peroxisome - Mus musculus (house mouse)	1/224	87/9478	0.876366040003642	0.927999582698604	0.834818586899454	Xdh	1
mmu04612	Organismal Systems	Immune system	mmu04612	Antigen processing and presentation - Mus musculus (house mouse)	1/224	87/9478	0.876366040003642	0.927999582698604	0.834818586899454	Hspa2	1
mmu01240	Metabolism	Global and overview maps	mmu01240	Biosynthesis of cofactors - Mus musculus (house mouse)	2/224	152/9478	0.878637902767827	0.927999582698604	0.834818586899454	Nme7/Afmid	2
mmu04912	Organismal Systems	Endocrine system	mmu04912	GnRH signaling pathway - Mus musculus (house mouse)	1/224	90/9478	0.885004575274518	0.931236157564978	0.837730175338409	Cacna1s	1
mmu00140	Metabolism	Lipid metabolism	mmu00140	Steroid hormone biosynthesis - Mus musculus (house mouse)	1/224	94/9478	0.895594885585464	0.938876422807067	0.844603276955965	Cyp11a1	1
mmu04070	Environmental Information Processing	Signal transduction	mmu04070	Phosphatidylinositol signaling system - Mus musculus (house mouse)	1/224	96/9478	0.900520042537021	0.940543155538666	0.846102652052328	Pik3r1	1
mmu05231	Human Diseases	Cancer: overview	mmu05231	Choline metabolism in cancer - Mus musculus (house mouse)	1/224	98/9478	0.905213850842603	0.941956848478281	0.847374395234288	Pik3r1	1
mmu04976	Organismal Systems	Digestive system	mmu04976	Bile secretion - Mus musculus (house mouse)	1/224	100/9478	0.909687131161467	0.94313151098358	0.848431109171492	Car2	1
mmu03015	Genetic Information Processing	Translation	mmu03015	mRNA surveillance pathway - Mus musculus (house mouse)	1/224	103/9478	0.916005997485644	0.946203997402753	0.851195085382843	Ddx19b	1
mmu04310	Environmental Information Processing	Signal transduction	mmu04310	Wnt signaling pathway - Mus musculus (house mouse)	2/224	175/9478	0.922228512849277	0.948295274366075	0.853076375969482	Frat1/Ppp3cc	2
mmu04974	Organismal Systems	Digestive system	mmu04974	Protein digestion and absorption - Mus musculus (house mouse)	1/224	108/9478	0.925574231364542	0.948295274366075	0.853076375969482	Col23a1	1
mmu04145	Cellular Processes	Transport and catabolism	mmu04145	Phagosome - Mus musculus (house mouse)	2/224	179/9478	0.928118779166797	0.948295274366075	0.853076375969482	Cybb/Fcgr4	2
mmu04972	Organismal Systems	Digestive system	mmu04972	Pancreatic secretion - Mus musculus (house mouse)	1/224	114/9478	0.935634087405714	0.952522789344445	0.856879403628262	Car2	1
mmu03008	Genetic Information Processing	Translation	mmu03008	Ribosome biogenesis in eukaryotes - Mus musculus (house mouse)	1/224	122/9478	0.946972346039808	0.960597847421676	0.864143640271086	Rcl1	1
mmu04750	Organismal Systems	Sensory system	mmu04750	Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse)	1/224	127/9478	0.953024709755245	0.963272287279495	0.866549538015522	Pik3r1	1
mmu00190	Metabolism	Energy metabolism	mmu00190	Oxidative phosphorylation - Mus musculus (house mouse)	1/224	136/9478	0.96223770729021	0.969110833770854	0.871801832544889	Ndufv1	1
mmu03040	Genetic Information Processing	Transcription	mmu03040	Spliceosome - Mus musculus (house mouse)	1/224	242/9478	0.99715956590682	0.999226836443947	0.898893869290748	Prpf40b	1
mmu04080	Environmental Information Processing	Signaling molecules and interaction	mmu04080	Neuroactive ligand-receptor interaction - Mus musculus (house mouse)	2/224	391/9478	0.999226836443947	0.999226836443947	0.898893869290748	Cnr2/Calcrl	2
