ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1903557	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	4/481	145/28891	0.222861494252121	0.414417692789513	0.320311081217212	Cybb/Pik3r1/Tmem106a/App	4
GO:1901605	GO:1901605	alpha-amino acid metabolic process	5/481	194/28891	0.223076970671349	0.414631100791848	0.320476028199828	Fah/Asrgl1/Ddah2/Scly/Afmid	5
GO:0006497	GO:0006497	protein lipidation	3/481	98/28891	0.223846208022997	0.415498123728891	0.321146166225391	Mppe1/Zdhhc24/Atg10	3
GO:0006970	GO:0006970	response to osmotic stress	3/481	98/28891	0.223846208022997	0.415498123728891	0.321146166225391	Bad/Casp3/Ryr1	3
GO:0007044	GO:0007044	cell-substrate junction assembly	3/481	98/28891	0.223846208022997	0.415498123728891	0.321146166225391	Vcl/Dlc1/Sorbs1	3
GO:0007281	GO:0007281	germ cell development	10/481	453/28891	0.22562961387366	0.418619702711969	0.323558892217962	Cyp51/Hspa2/Cdc25b/Xlr4b/Bcl2l1/Aspm/Prdm1/Oosp2/Rec8/Zpbp	10
GO:0050878	GO:0050878	regulation of body fluid levels	8/481	348/28891	0.225809295311894	0.41872034715398	0.323636682164192	Apoe/F11r/Xdh/Plek/F12/Inpp5k/Hps1/Ada	8
GO:0014902	GO:0014902	myotube differentiation	4/481	146/28891	0.226391196336469	0.41872034715398	0.323636682164192	Ehd1/Cacna1s/Neo1/Ryr1	4
GO:0003179	GO:0003179	heart valve morphogenesis	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Robo1/Gata3	2
GO:0006024	GO:0006024	glycosaminoglycan biosynthetic process	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Chst3/Nfkb1	2
GO:0009583	GO:0009583	detection of light stimulus	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Cabp4/Rom1	2
GO:0031018	GO:0031018	endocrine pancreas development	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Bad/Cdk6	2
GO:0033120	GO:0033120	positive regulation of RNA splicing	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Pik3r1/Rbm3	2
GO:0042307	GO:0042307	positive regulation of protein import into nucleus	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Pik3r1/Bag3	2
GO:0046189	GO:0046189	phenol-containing compound biosynthetic process	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Hdc/Gata3	2
GO:0051289	GO:0051289	protein homotetramerization	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Thg1l/Trpm4	2
GO:1902275	GO:1902275	regulation of chromatin organization	2/481	54/28891	0.226802616991347	0.41872034715398	0.323636682164192	Mllt3/Mki67	2
GO:0030148	GO:0030148	sphingolipid biosynthetic process	3/481	99/28891	0.228228000662459	0.420974318426229	0.325378818148752	St8sia6/Cers4/Cerkl	3
GO:0070828	GO:0070828	heterochromatin organization	3/481	99/28891	0.228228000662459	0.420974318426229	0.325378818148752	Bcl6/Ezh2/Bend3	3
GO:0008154	GO:0008154	actin polymerization or depolymerization	5/481	197/28891	0.232170174733413	0.422131015356283	0.326272850548315	Add3/Plek/Fer/Cit/Dlg1	5
GO:0006368	GO:0006368	transcription elongation by RNA polymerase II	3/481	100/28891	0.232625893835311	0.422131015356283	0.326272850548315	Ikzf1/Med9/Ezh2	3
GO:0120193	GO:0120193	tight junction organization	3/481	100/28891	0.232625893835311	0.422131015356283	0.326272850548315	Ildr1/F11r/Dlg1	3
GO:0002507	GO:0002507	tolerance induction	2/481	55/28891	0.232955415215067	0.422131015356283	0.326272850548315	Cd86/Il2ra	2
GO:0010907	GO:0010907	positive regulation of glucose metabolic process	2/481	55/28891	0.232955415215067	0.422131015356283	0.326272850548315	Dgat2/Sorbs1	2
GO:0014888	GO:0014888	striated muscle adaptation	2/481	55/28891	0.232955415215067	0.422131015356283	0.326272850548315	Cacna1s/Ezh2	2
GO:0030834	GO:0030834	regulation of actin filament depolymerization	2/481	55/28891	0.232955415215067	0.422131015356283	0.326272850548315	Add3/Plek	2
GO:0046854	GO:0046854	phosphatidylinositol phosphate biosynthetic process	2/481	55/28891	0.232955415215067	0.422131015356283	0.326272850548315	Pik3r1/Pik3cg	2
GO:0089718	GO:0089718	amino acid import across plasma membrane	2/481	55/28891	0.232955415215067	0.422131015356283	0.326272850548315	Per2/Slc43a1	2
GO:0099054	GO:0099054	presynapse assembly	2/481	55/28891	0.232955415215067	0.422131015356283	0.326272850548315	Ptprs/App	2
GO:0043123	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	4/481	148/28891	0.233492893244745	0.422131015356283	0.326272850548315	Pim2/Tmem106a/Lurap1/Tnfrsf19	4
GO:0048706	GO:0048706	embryonic skeletal system development	4/481	148/28891	0.233492893244745	0.422131015356283	0.326272850548315	Wdr19/Dmrt2/Dlg1/Hoxb7	4
GO:0009152	GO:0009152	purine ribonucleotide biosynthetic process	5/481	198/28891	0.235224696796622	0.422131015356283	0.326272850548315	Acly/Ndufv1/Nme7/Bcl2l1/Ada	5
GO:0000076	GO:0000076	DNA replication checkpoint signaling	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Hus1b	1
GO:0000479	GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Rcl1	1
GO:0003096	GO:0003096	renal sodium ion transport	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Kcnj1	1
GO:0006044	GO:0006044	N-acetylglucosamine metabolic process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Chst3	1
GO:0006177	GO:0006177	GMP biosynthetic process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Ada	1
GO:0007512	GO:0007512	adult heart development	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Ttn	1
GO:0009148	GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Nme7	1
GO:0010459	GO:0010459	negative regulation of heart rate	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Pik3r1	1
GO:0010715	GO:0010715	regulation of extracellular matrix disassembly	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Fscn1	1
GO:0010896	GO:0010896	regulation of triglyceride catabolic process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Pik3cg	1
GO:0016078	GO:0016078	tRNA catabolic process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Slfn8	1
GO:0018195	GO:0018195	peptidyl-arginine modification	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Prdm1	1
GO:0019732	GO:0019732	antifungal humoral response	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	App	1
GO:0021681	GO:0021681	cerebellar granular layer development	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Prox1	1
GO:0030238	GO:0030238	male sex determination	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Igf1r	1
GO:0030322	GO:0030322	stabilization of membrane potential	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Kcnk1	1
GO:0031269	GO:0031269	pseudopodium assembly	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Klhl41	1
GO:0031573	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Hus1b	1
GO:0032048	GO:0032048	cardiolipin metabolic process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Pgs1	1
GO:0032511	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Leprotl1	1
GO:0032688	GO:0032688	negative regulation of interferon-beta production	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Ptprs	1
GO:0033700	GO:0033700	phospholipid efflux	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Apoe	1
GO:0034501	GO:0034501	protein localization to kinetochore	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Aurkb	1
GO:0035269	GO:0035269	protein O-linked mannosylation	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Pomgnt1	1
GO:0035970	GO:0035970	peptidyl-threonine dephosphorylation	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Dusp18	1
GO:0040034	GO:0040034	regulation of development, heterochronic	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Hes3	1
GO:0042359	GO:0042359	vitamin D metabolic process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Nfkb1	1
GO:0042748	GO:0042748	circadian sleep/wake cycle, non-REM sleep	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Ada	1
GO:0043508	GO:0043508	negative regulation of JUN kinase activity	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Dusp16	1
GO:0044065	GO:0044065	regulation of respiratory system process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Pbx3	1
GO:0046642	GO:0046642	negative regulation of alpha-beta T cell proliferation	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Twsg1	1
GO:0051382	GO:0051382	kinetochore assembly	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Cenpe	1
GO:0051895	GO:0051895	negative regulation of focal adhesion assembly	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Dlc1	1
GO:0055057	GO:0055057	neuroblast division	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Aspm	1
GO:0060700	GO:0060700	regulation of ribonuclease activity	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Oasl2	1
GO:0060788	GO:0060788	ectodermal placode formation	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Prox1	1
GO:0060831	GO:0060831	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Wdr19	1
GO:0071697	GO:0071697	ectodermal placode morphogenesis	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Prox1	1
GO:0071801	GO:0071801	regulation of podosome assembly	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Fscn1	1
GO:0086103	GO:0086103	G protein-coupled receptor signaling pathway involved in heart process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Pde4b	1
GO:0090136	GO:0090136	epithelial cell-cell adhesion	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Vcl	1
GO:0099527	GO:0099527	postsynapse to nucleus signaling pathway	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Anks1b	1
GO:0106380	GO:0106380	purine ribonucleotide salvage	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Ada	1
GO:0150118	GO:0150118	negative regulation of cell-substrate junction organization	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Dlc1	1
GO:1901722	GO:1901722	regulation of cell proliferation involved in kidney development	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Gata3	1
GO:1902043	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Stk3	1
GO:1902165	GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Steap3	1
GO:1902969	GO:1902969	mitotic DNA replication	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Mcm6	1
GO:1903083	GO:1903083	protein localization to condensed chromosome	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Aurkb	1
GO:1903727	GO:1903727	positive regulation of phospholipid metabolic process	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Pcx	1
GO:1904181	GO:1904181	positive regulation of membrane depolarization	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Trpm4	1
GO:1905665	GO:1905665	positive regulation of calcium ion import across plasma membrane	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Ppp3cc	1
GO:2001212	GO:2001212	regulation of vasculogenesis	1/481	16/28891	0.235622315591143	0.422131015356283	0.326272850548315	Xdh	1
GO:0001763	GO:0001763	morphogenesis of a branching structure	6/481	249/28891	0.236228928094621	0.423033708988932	0.326970559112675	Il10/Dlg1/Prdm1/Hoxb7/Tmem67/Prox1	6
GO:0010717	GO:0010717	regulation of epithelial to mesenchymal transition	3/481	101/28891	0.237039034187525	0.423791760708026	0.327556471273247	Ldlrad4/Gata3/Ezh2	3
GO:0030203	GO:0030203	glycosaminoglycan metabolic process	3/481	101/28891	0.237039034187525	0.423791760708026	0.327556471273247	Chst3/Nfkb1/Pglyrp1	3
GO:0090100	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	3/481	101/28891	0.237039034187525	0.423791760708026	0.327556471273247	Twsg1/Neo1/Kcp	3
GO:0090101	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	4/481	149/28891	0.237063984675876	0.423791760708026	0.327556471273247	Twsg1/Crim1/Ldlrad4/Ryr1	4
GO:0001558	GO:0001558	regulation of cell growth	10/481	459/28891	0.23738710770334	0.424185209381359	0.327860575012426	Apoe/Trim40/Dcbld2/Mndal/Hsd3b7/Zmat3/Bcl6/Pttg1/Ptprs/Rasal1	10
GO:0031529	GO:0031529	ruffle organization	2/481	56/28891	0.239118056215291	0.426907648498852	0.329964798438319	Plek/Inpp5k	2
GO:0042531	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	2/481	56/28891	0.239118056215291	0.426907648498852	0.329964798438319	Lck/Il6st	2
GO:0031623	GO:0031623	receptor internalization	4/481	150/28891	0.240647971356587	0.42908085668041	0.331644511139916	Calcrl/Ankrd13d/Dlg4/App	4
GO:0048144	GO:0048144	fibroblast proliferation	4/481	150/28891	0.240647971356587	0.42908085668041	0.331644511139916	Prkdc/Cdk6/Cks1b/Cks2	4
GO:0090316	GO:0090316	positive regulation of intracellular protein transport	4/481	150/28891	0.240647971356587	0.42908085668041	0.331644511139916	Pik3r1/Bag3/Kcnb1/Asph	4
GO:0032418	GO:0032418	lysosome localization	3/481	102/28891	0.2414665773492	0.429981790201842	0.33234085928184	Rabgef1/Kif1b/Fer	3
GO:0050688	GO:0050688	regulation of defense response to virus	3/481	102/28891	0.2414665773492	0.429981790201842	0.33234085928184	Stat1/Tkfc/Ptprs	3
GO:1990849	GO:1990849	vacuolar localization	3/481	102/28891	0.2414665773492	0.429981790201842	0.33234085928184	Rabgef1/Kif1b/Fer	3
GO:0016064	GO:0016064	immunoglobulin mediated immune response	7/481	303/28891	0.242409387742652	0.431243726616682	0.333316233220978	Tnfsf4/Hmces/Irf7/Gimap3/Icosl/Il2rb/Bcl6	7
GO:0007411	GO:0007411	axon guidance	6/481	252/28891	0.244418145092543	0.431243726616682	0.333316233220978	Apbb1/Robo1/Neo1/Megf9/Gata3/App	6
GO:0016072	GO:0016072	rRNA metabolic process	6/481	252/28891	0.244418145092543	0.431243726616682	0.333316233220978	Rcl1/Rrp12/Prkdc/Mettl15/Isg20/Slfn8	6
GO:0097485	GO:0097485	neuron projection guidance	6/481	252/28891	0.244418145092543	0.431243726616682	0.333316233220978	Apbb1/Robo1/Neo1/Megf9/Gata3/App	6
GO:0010596	GO:0010596	negative regulation of endothelial cell migration	2/481	57/28891	0.245288511627326	0.431243726616682	0.333316233220978	Apoe/Dnaja4	2
GO:0030838	GO:0030838	positive regulation of actin filament polymerization	2/481	57/28891	0.245288511627326	0.431243726616682	0.333316233220978	Fer/Dlg1	2
GO:0043300	GO:0043300	regulation of leukocyte degranulation	2/481	57/28891	0.245288511627326	0.431243726616682	0.333316233220978	Rabgef1/Fer	2
GO:0044818	GO:0044818	mitotic G2/M transition checkpoint	2/481	57/28891	0.245288511627326	0.431243726616682	0.333316233220978	Hus1b/Bard1	2
GO:0050732	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	2/481	57/28891	0.245288511627326	0.431243726616682	0.333316233220978	Irf1/Sh3bp5l	2
GO:0051955	GO:0051955	regulation of amino acid transport	2/481	57/28891	0.245288511627326	0.431243726616682	0.333316233220978	Per2/Slc43a1	2
GO:0070527	GO:0070527	platelet aggregation	2/481	57/28891	0.245288511627326	0.431243726616682	0.333316233220978	F11r/Plek	2
GO:0002704	GO:0002704	negative regulation of leukocyte mediated immunity	3/481	103/28891	0.245907688118564	0.431243726616682	0.333316233220978	Rabgef1/Slamf1/Bcl6	3
GO:0006661	GO:0006661	phosphatidylinositol biosynthetic process	3/481	103/28891	0.245907688118564	0.431243726616682	0.333316233220978	Mppe1/Pik3r1/Pik3cg	3
GO:0019226	GO:0019226	transmission of nerve impulse	3/481	103/28891	0.245907688118564	0.431243726616682	0.333316233220978	Kcnmb3/Scn4a/Rapgef4	3
GO:0045921	GO:0045921	positive regulation of exocytosis	3/481	103/28891	0.245907688118564	0.431243726616682	0.333316233220978	Bcl2l1/Slc4a8/Kcnb1	3
GO:2001234	GO:2001234	negative regulation of apoptotic signaling pathway	6/481	253/28891	0.247166334735052	0.431243726616682	0.333316233220978	Tnfsf4/Sgk3/Il10/Bcl2l1/Il7/Rtkn2	6
GO:0050821	GO:0050821	protein stabilization	5/481	202/28891	0.24755261723854	0.431243726616682	0.333316233220978	Stk3/Pim2/Pik3r1/Bag3/Apbb1	5
GO:0006261	GO:0006261	DNA-templated DNA replication	4/481	152/28891	0.247852839255563	0.431243726616682	0.333316233220978	Pold4/Mcm6/Dscc1/Bard1	4
GO:0000712	GO:0000712	resolution of meiotic recombination intermediates	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Top2a	1
GO:0001574	GO:0001574	ganglioside biosynthetic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	St8sia6	1
GO:0001771	GO:0001771	immunological synapse formation	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Dlg1	1
GO:0003091	GO:0003091	renal water homeostasis	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Inpp5k	1
GO:0003128	GO:0003128	heart field specification	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Robo1	1
GO:0006570	GO:0006570	tyrosine metabolic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Fah	1
GO:0006704	GO:0006704	glucocorticoid biosynthetic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Cyp11a1	1
GO:0006734	GO:0006734	NADH metabolic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Pcx	1
GO:0006878	GO:0006878	intracellular copper ion homeostasis	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	App	1
GO:0007000	GO:0007000	nucleolus organization	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Bend3	1
GO:0007096	GO:0007096	regulation of exit from mitosis	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Birc5	1
GO:0009208	GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Nme7	1
GO:0010755	GO:0010755	regulation of plasminogen activation	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	F12	1
GO:0010918	GO:0010918	positive regulation of mitochondrial membrane potential	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Bad	1
GO:0014819	GO:0014819	regulation of skeletal muscle contraction	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Scn4a	1
GO:0015693	GO:0015693	magnesium ion transport	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Slc41a3	1
GO:0032351	GO:0032351	negative regulation of hormone metabolic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Nfkb1	1
GO:0034134	GO:0034134	toll-like receptor 2 signaling pathway	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Pik3ap1	1
GO:0035728	GO:0035728	response to hepatocyte growth factor	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Il10	1
GO:0035881	GO:0035881	amacrine cell differentiation	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Ikzf1	1
GO:0045059	GO:0045059	positive thymic T cell selection	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Cd3g	1
GO:0046112	GO:0046112	nucleobase biosynthetic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Ada	1
GO:0055070	GO:0055070	copper ion homeostasis	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	App	1
GO:0055091	GO:0055091	phospholipid homeostasis	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Rcn3	1
GO:0060148	GO:0060148	positive regulation of post-transcriptional gene silencing	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Nfkb1	1
GO:0060263	GO:0060263	regulation of respiratory burst	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Jchain	1
GO:0061158	GO:0061158	3'-UTR-mediated mRNA destabilization	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Mov10	1
GO:0070857	GO:0070857	regulation of bile acid biosynthetic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Prox1	1
GO:0071816	GO:0071816	tail-anchored membrane protein insertion into ER membrane	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Emc9	1
GO:0072350	GO:0072350	tricarboxylic acid metabolic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Acly	1
GO:0086012	GO:0086012	membrane depolarization during cardiac muscle cell action potential	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Trpm4	1
GO:0097428	GO:0097428	protein maturation by iron-sulfur cluster transfer	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Cisd3	1
GO:0097531	GO:0097531	mast cell migration	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Rabgef1	1
GO:0098693	GO:0098693	regulation of synaptic vesicle cycle	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Rapgef4	1
GO:0098712	GO:0098712	L-glutamate import across plasma membrane	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Per2	1
GO:1900370	GO:1900370	positive regulation of post-transcriptional gene silencing by RNA	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Nfkb1	1
GO:1903978	GO:1903978	regulation of microglial cell activation	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Syt11	1
GO:1904355	GO:1904355	positive regulation of telomere capping	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Aurkb	1
GO:2000637	GO:2000637	positive regulation of miRNA-mediated gene silencing	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Nfkb1	1
GO:2000678	GO:2000678	negative regulation of transcription regulatory region DNA binding	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Per2	1
GO:2001171	GO:2001171	positive regulation of ATP biosynthetic process	1/481	17/28891	0.248355325676015	0.431243726616682	0.333316233220978	Bcl2l1	1
GO:0019724	GO:0019724	B cell mediated immunity	7/481	306/28891	0.249887149108292	0.433720654670674	0.335230696615943	Tnfsf4/Hmces/Irf7/Gimap3/Icosl/Il2rb/Bcl6	7
GO:0001938	GO:0001938	positive regulation of endothelial cell proliferation	3/481	104/28891	0.250361540633332	0.434177953996389	0.335584151702462	Pold4/Il10/Prox1	3
GO:0140029	GO:0140029	exocytic process	3/481	104/28891	0.250361540633332	0.434177953996389	0.335584151702462	Plek/Exoc6/Kcnb1	3
GO:0008631	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	2/481	58/28891	0.251464817626983	0.435005729925803	0.336223954991678	Map3k5/Il10	2
GO:0032816	GO:0032816	positive regulation of natural killer cell activation	2/481	58/28891	0.251464817626983	0.435005729925803	0.336223954991678	Irf1/Hps1	2
GO:0036037	GO:0036037	CD8-positive, alpha-beta T cell activation	2/481	58/28891	0.251464817626983	0.435005729925803	0.336223954991678	Tnfsf8/Irf1	2
GO:0045058	GO:0045058	T cell selection	2/481	58/28891	0.251464817626983	0.435005729925803	0.336223954991678	Gata3/Cd3g	2
GO:0061900	GO:0061900	glial cell activation	2/481	58/28891	0.251464817626983	0.435005729925803	0.336223954991678	Syt11/App	2
GO:0003231	GO:0003231	cardiac ventricle development	4/481	153/28891	0.251472829055966	0.435005729925803	0.336223954991678	Robo1/Prdm1/Gata3/Prox1	4
GO:0006644	GO:0006644	phospholipid metabolic process	8/481	360/28891	0.25307282129529	0.43758958642281	0.338221065353197	Plek/Mppe1/Pik3r1/Inpp5k/Pgs1/Pcx/Pik3cg/Serinc5	8
GO:0019439	GO:0019439	aromatic compound catabolic process	10/481	467/28891	0.253404352176511	0.437978890810535	0.338521965897562	Nt5e/Xdh/Fah/Mov10/Smg8/Blvrb/Afmid/Isg20/Slfn8/Ada	10
GO:0042692	GO:0042692	muscle cell differentiation	10/481	468/28891	0.255432315903851	0.441079762127583	0.340918686552979	Krt8/Ehd1/Klhl41/Sorbs2/Ttn/Cacna1s/Neo1/Ryr1/Prox1/Ezh2	10
GO:0006023	GO:0006023	aminoglycan biosynthetic process	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Chst3/Nfkb1	2
GO:0006695	GO:0006695	cholesterol biosynthetic process	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Cyp51/Apoe	2
GO:0007019	GO:0007019	microtubule depolymerization	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Mid1/Kif2c	2
GO:0030042	GO:0030042	actin filament depolymerization	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Add3/Plek	2
GO:0030514	GO:0030514	negative regulation of BMP signaling pathway	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Twsg1/Crim1	2
GO:0031663	GO:0031663	lipopolysaccharide-mediated signaling pathway	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Stat1/Scimp	2
GO:0035306	GO:0035306	positive regulation of dephosphorylation	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Plek/Dlc1	2
GO:0035567	GO:0035567	non-canonical Wnt signaling pathway	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Mllt3/Tmem67	2
GO:0046460	GO:0046460	neutral lipid biosynthetic process	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Dgat2/Lpin2	2
GO:0046463	GO:0046463	acylglycerol biosynthetic process	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Dgat2/Lpin2	2
GO:0051123	GO:0051123	RNA polymerase II preinitiation complex assembly	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Ikzf1/Med9	2
GO:0061001	GO:0061001	regulation of dendritic spine morphogenesis	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Cask/Xlr4b	2
GO:1900271	GO:1900271	regulation of long-term synaptic potentiation	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Apoe/App	2
GO:1902653	GO:1902653	secondary alcohol biosynthetic process	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Cyp51/Apoe	2
GO:2000351	GO:2000351	regulation of endothelial cell apoptotic process	2/481	59/28891	0.257645073351404	0.441079762127583	0.340918686552979	Il10/Gata3	2
